Date,Open,High,Low,Close,Adj Close,Volume,Return,LogReturn,Range,Body
2025-06-26,125.7519302368164,126.0,129.85000610351562,123.79000091552734,129.52999877929688,62678100,,,-0.030615880776265477,0.01560158414741111
2025-06-27,124.51437377929688,124.76000213623047,127.54000091552734,123.38999938964844,125.13999938964844,36888600,-0.003231291081028931,-0.003236522975610399,-0.02232672979767343,0.00903007705472947
2025-06-30,123.00733947753906,123.25,125.08000183105469,121.8499984741211,124.9000015258789,22799700,-0.012480759568401001,-0.012559298415304343,-0.01487717593785404,0.009408715027360601
2025-07-01,120.65198516845703,120.88999938964844,123.98999786376953,119.08000183105469,122.3499984741211,24825800,-0.02273284101562556,-0.022995216024361973,-0.02569372124124444,0.013029071467058789
2025-07-02,121.50031280517578,121.73999786376953,123.0,118.05999755859375,120.5,29303800,-0.008565705884923225,-0.00860260239107785,-0.0103703612537267,0.02831527892523646
2025-07-03,122.04923248291016,122.29000091552734,123.62999725341797,121.83000183105469,122.33000183105469,13247900,0.03193295231596016,0.03143369626272938,-0.010979145961268186,0.0017962476895228845
2025-07-07,119.79655456542969,119.91999816894531,121.51000213623047,118.91000366210938,121.18000030517578,19148400,-0.02396780862725889,-0.02425971014909647,-0.013272535032856378,0.007400470794309047
2025-07-08,124.29191589355469,124.41999816894531,125.44999694824219,121.94999694824219,122.44999694824219,26238200,0.02556549653106699,0.025244164390457298,-0.00828693299875577,0.018842085814480096
2025-07-09,122.11416625976562,122.23999786376953,126.1500015258789,121.27999877929688,124.81999969482422,20464000,-0.005494040063237282,-0.005509187808367434,-0.03201924708548454,0.006831045946743632
2025-07-10,122.98326873779297,123.11000061035156,124.3499984741211,122.0199966430664,124.27999877929688,15378400,0.0061015655608323005,0.006083026383469829,-0.010082654953766713,0.007832545878905781
2025-07-11,124.40180969238281,124.52999877929688,124.80999755859375,121.23999786376953,122.12999725341797,15820600,-0.006392384861134914,-0.006412903642613454,-0.002250761303145411,0.025416124061472402
2025-07-14,118.48789978027344,118.61000061035156,120.44000244140625,117.0199966430664,120.37999725341797,32117700,-0.03480700507306922,-0.03542720289650022,-0.015444630501918619,0.012388633269128266
2025-07-15,119.98635864257812,120.11000061035156,121.38999938964844,119.12000274658203,120.94000244140625,24958900,0.01794570298887499,0.017786579759770216,-0.01066786919594589,0.0072204532731661745
2025-07-16,116.31014251708984,116.43000030517578,119.08999633789062,114.80999755859375,119.02999877929688,30614800,-0.03618204406154579,-0.036852844592055845,-0.022869854469690823,0.012897800020111509
2025-07-17,113.1434097290039,113.26000213623047,114.19999694824219,110.94999694824219,113.93000030517578,34702400,-0.03362077077287273,-0.034198944968068724,-0.008307994378666445,0.019386129391144247
2025-07-18,114.2722396850586,114.38999938964844,114.80000305175781,113.27999877929688,114.23999786376953,19349900,0.02100046773450237,0.02078299729652971,-0.0035879550732476288,0.008683131690569787
2025-07-21,113.11344146728516,113.2300033569336,115.91999816894531,112.66999816894531,113.58999633789062,22189800,-0.005384892451667733,-0.0053994432448380815,-0.023781389524689896,0.003920341319188817
2025-07-22,109.1075668334961,109.22000122070312,113.0,108.12999725341797,112.86000061035156,27917600,-0.040294674618879034,-0.041128994367885315,-0.03464469870421868,0.00895968637601412
2025-07-23,109.7169418334961,109.83000183105469,110.29000091552734,108.87999725341797,109.44000244140625,17810000,0.0069360956168551535,0.006912151560733197,-0.004192598488305847,0.007628216445808823
2025-07-24,111.61498260498047,111.7300033569336,112.7300033569336,110.25,111.05999755859375,20293100,0.012582685352143796,0.01250418120951691,-0.008959370656707679,0.012229385097978421
2025-07-25,111.14546966552734,111.26000213623047,111.5,108.83000183105469,110.98999786376953,16372300,-0.012879801985898554,-0.012963465794077714,-0.0021593130560495395,0.02083276845597619
2025-07-28,111.13548278808594,111.25,112.0,109.86000061035156,111.72000122070312,12932300,0.009464290746735715,0.009419784937318189,-0.006748519745310382,0.011476822214975887
2025-07-29,111.84474182128906,111.95999908447266,113.54000091552734,110.66999816894531,112.05000305175781,16653300,0.0073729979436885085,0.007345950261321377,-0.014126742172459844,0.010503342698227265
2025-07-30,114.62188720703125,114.73999786376953,114.88999938964844,112.41000366210938,112.5999984741211,16378800,0.01572246789511844,0.015600150320333702,-0.0013086638994869446,0.019297217999270488
2025-07-31,109.02764892578125,109.13999938964844,112.2699966430664,106.94000244140625,112.19000244140625,29224300,-0.048661160417228344,-0.04988498170158328,-0.028708288991434294,0.01914786299570791
2025-08-01,104.77203369140625,104.87999725341797,106.5,103.37999725341797,105.48999786376953,24003300,-0.03328974290924347,-0.03385645915020263,-0.015462167617682782,0.013286335951904508
2025-08-04,107.6590576171875,107.7699966430664,107.87999725341797,105.45999908447266,106.0199966430664,14780600,0.020119964077343955,0.019920232220982728,-0.0010217497049129025,0.02042613581603346
2025-08-05,108.94772338867188,109.05999755859375,110.63999938964844,106.83000183105469,109.30000305175781,17836000,0.012990733533808196,0.012907077676640321,-0.014502385014673673,0.019437960626879726
2025-08-06,108.66801452636719,108.77999877929688,108.95999908447266,106.75,107.9000015258789,13021900,-0.0007488704454129413,-0.0007491509889542031,-0.0016564239805090578,0.017650221500106648
2025-08-07,111.75484466552734,111.87000274658203,115.27999877929688,110.79000091552734,114.13999938964844,18986500,0.03784544183163785,0.037146873687475504,-0.030513183056364752,0.00863357425700599
2025-08-08,118.76760864257812,118.88999938964844,119.33000183105469,111.66999816894531,112.16999816894531,28962200,0.007942930283834304,0.007911551264475966,-0.003704734366845788,0.059760489873905934
2025-08-11,123.59264373779297,123.72000122070312,127.27999877929688,121.6500015258789,124.97000122070312,35065800,0.0893704980798411,0.08560000471203479,-0.028804283579744728,0.01571810548883039
2025-08-12,127.61849212646484,127.75,128.5500030517578,123.04000091552734,124.69999694824219,25961200,0.011426217609645795,0.011361431425505487,-0.006268707915503666,0.035876393261255565
2025-08-13,124.1420669555664,124.2699966430664,128.60000610351562,123.3499984741211,127.58000183105469,18438200,0.0025194859906298994,0.0025163174068204997,-0.0348794696804834,0.006380339081423656
2025-08-14,125.16101837158203,125.29000091552734,125.73999786376953,121.4000015258789,123.19999694824219,12235900,-0.015808649958364618,-0.015934939410629376,-0.003595344254120897,0.0300494266876073
2025-08-15,120.74557495117188,120.87000274658203,123.37999725341797,119.44000244140625,123.16999816894531,18986700,-0.016144967543965327,-0.01627671752304126,-0.020787465775461755,0.010812590940028928
2025-08-18,123.42282104492188,123.55000305175781,123.68000030517578,120.66000366210938,121.3499984741211,12208800,0.010214343568032191,0.010162529691889246,-0.001053267558765765,0.02238498001764945
2025-08-19,121.92436218261719,122.05000305175781,124.23999786376953,121.30999755859375,122.94000244140625,11491200,0.005386987209983651,0.005372529294212608,-0.01796191321248468,0.00503889963437535
2025-08-20,117.08934020996094,117.20999908447266,118.91000366210938,113.45999908447266,118.69999694824219,25795000,-0.06471023519994279,-0.06689888882822029,-0.014518867170899792,0.03099634107579956
2025-08-21,115.6707992553711,115.79000091552734,117.7300033569336,115.61000061035156,117.0,13174900,0.018949423085031114,0.01877211913737435,-0.016771756172646722,0.0005256179209525788
2025-08-22,117.55885314941406,117.68000030517578,120.69999694824219,116.51000213623047,117.6500015258789,17038300,0.00778480686037053,0.007754661600386571,-0.0256892319222277,0.008921922807893787
2025-08-25,116.30015563964844,116.41999816894531,118.08000183105469,116.0999984741211,117.68000030517578,8674800,-0.0035190426108651085,-0.00352524900597079,-0.01427344316935252,0.0017210395328061557
2025-08-26,116.38007354736328,116.5,118.36000061035156,115.80999755859375,116.08999633789062,12584300,-0.0024978546024011505,-0.002500979445896255,-0.015982122657746876,0.004898398595164378
2025-08-27,117.62879180908203,117.75,118.7300033569336,116.44000244140625,116.8499984741211,15349300,0.0054399870140204865,0.005425243729346502,-0.008331322135180924,0.01010627882334498
2025-08-28,121.8744125366211,122.0,122.56999969482422,118.7300033569336,118.87999725341797,17295500,0.019666788625152254,0.019475896106879297,-0.00467694311677559,0.025800404812147595
2025-08-29,118.88748931884766,119.01000213623047,122.7699966430664,118.05999755859375,122.5999984741211,16774000,-0.005643104349333128,-0.005659086818202315,-0.031626494329877755,0.0069602930047133315
2025-09-02,118.35803985595703,118.4800033569336,118.55999755859375,114.25,115.86000061035156,13771900,-0.03227170622888442,-0.03280391935886047,-0.00067586622554336,0.03470858304984231
2025-09-03,118.59778594970703,118.72000122070312,119.44000244140625,117.30000305175781,119.36000061035156,14101300,0.026695869161994068,0.026345751901806085,-0.006070949933318748,0.010942724499929205
2025-09-04,124.08213806152344,124.20999908447266,124.41000366210938,118.5199966430664,118.8499984741211,18589100,0.010400627106294857,0.010346912705470756,-0.0016118724319333603,0.044826286082362346
2025-09-05,131.23475646972656,131.3699951171875,131.41000366210938,125.66000366210938,127.7699966430664,28416000,0.06024305789128337,0.058498181736209486,-0.00030486241601023,0.04247924069492353
2025-09-08,131.32467651367188,131.4600067138672,132.25999450683594,128.39999389648438,130.5500030517578,19492600,0.02180479193477214,0.021570467602890754,-0.00609167914367918,0.022270624949021052
2025-09-09,135.1007843017578,135.24000549316406,138.0,131.55999755859375,131.75999450683594,20705000,0.02461062159128269,0.024312659042805107,-0.020429152362811464,0.02620848399558842
2025-09-10,139.8558807373047,140.0,142.24000549316406,138.33999633789062,140.02000427246094,25791300,0.051535412778319856,0.050251393937138,-0.016016527023068335,0.010838903529994507
2025-09-11,150.41500854492188,150.57000732421875,156.25999450683594,147.61000061035156,147.72000122070312,52446400,0.06700885150972002,0.06485926798316412,-0.037828586639463285,0.01864845776831232
2025-09-12,157.06814575195312,157.22999572753906,158.27999877929688,153.2100067138672,153.5500030517578,32288300,0.03793785028358654,0.03723590846520085,-0.006685015900143176,0.024563472240761216
2025-09-15,157.60760498046875,157.77000427246094,160.33999633789062,156.5500030517578,156.9600067138672,20101400,0.02180011873590182,0.021565894117237114,-0.016306269394476044,0.006710348328952774
2025-09-16,158.65652465820312,158.82000732421875,159.55999755859375,157.1699981689453,157.97999572753906,16911600,0.00396036477228634,0.003952543171847708,-0.004664102128602498,0.009369463326265754
2025-09-17,159.8253173828125,159.99000549316406,160.58999633789062,155.25999450683594,157.41000366210938,18843600,-0.012152469837508506,-0.012226914840970767,-0.003754041315553709,0.028564453684404283
